Time,DC_TRUE,DC_LSTM,DC_PERSIST,DC_MA,IRRADIATION,date
2020-06-16 12:15:00,681.35,572.1493,536.475,537.233035725,0.429468928,2020-06-16
2020-06-16 12:30:00,775.5285713999999,568.0513,697.9285714,571.5687499999999,0.4833998399999999,2020-06-16
2020-06-16 12:45:00,546.575,568.99335,729.7625,570.184375,0.5028826646666666,2020-06-16
2020-06-16 13:00:00,656.9285714,494.84348,428.65714289999994,598.205803575,0.319418066,2020-06-16
2020-06-16 13:15:00,403.4,495.96396,681.35,634.424553575,0.5032727366666667,2020-06-16
2020-06-16 13:30:00,889.8999999999999,513.9211,775.5285713999999,653.824553575,0.5822891546666668,2020-06-16
2020-06-16 13:45:00,635.0285713999999,463.8536,546.575,608.027678575,0.4094128093333333,2020-06-16
2020-06-16 14:00:00,353.9125,449.5385,656.9285714,665.0955357,0.430022742,2020-06-16
2020-06-16 14:15:00,431.34285710000006,374.18524,403.4,595.6080357,0.3048436553333333,2020-06-16
2020-06-16 14:30:00,602.4875,437.71548,889.9,624.2008928500001,0.7181465133333333,2020-06-16
2020-06-16 14:45:00,459.58571430000006,408.1942,635.0285713999999,646.3142857,0.5257635171428571,2020-06-16
2020-06-16 15:00:00,455.23749999999995,314.66165,353.9125,570.56026785,0.2822451986666666,2020-06-16
2020-06-16 15:15:00,320.52857140000003,270.11252,431.34285710000006,577.5459821249999,0.3201579573333333,2020-06-16
2020-06-16 15:30:00,240.5875,280.82977,602.4875,505.692857125,0.4274141633333333,2020-06-16
2020-06-16 15:45:00,203.2857143,247.60399,459.5857143,461.83214285,0.3585119633333332,2020-06-16
2020-06-16 16:00:00,177.05,230.30135,455.2375,487.16339285000004,0.345676682,2020-06-16
2020-06-16 16:15:00,161.25714290000002,183.89314,320.52857140000003,459.459821425,0.2479111146666666,2020-06-16
2020-06-16 16:30:00,134.2125,136.96405,240.5875,368.98482142500006,0.1895537733333333,2020-06-16
2020-06-16 16:45:00,95.81428571000001,102.281136,203.2857143,304.909821425,0.1614167364285714,2020-06-16
2020-06-16 17:00:00,65.94285714,78.43069,177.05,235.36294642500002,0.138821146,2020-06-16
2020-06-16 17:15:00,33.5625,65.512726,161.25714290000002,195.54508929999997,0.1235097679333333,2020-06-16
2020-06-16 17:30:00,7.542857143,56.267544,134.2125,168.9513393,0.1023283072,2020-06-16
2020-06-16 17:45:00,0.0,44.964813,95.81428571000001,142.0834821525,0.0729025029333333,2020-06-16
2020-06-16 18:00:00,0.0,35.204853,65.94285714,114.30669643750002,0.0488549196666666,2020-06-16
2020-06-16 18:15:00,0.0,24.640205,33.5625,82.3830357125,0.0247498541333333,2020-06-16
2020-06-16 18:30:00,0.0,14.385245,7.542857143000001,50.71562499825,0.0070536268133333,2020-06-16
2020-06-16 18:45:00,0.0,9.013025,0.0,26.762053570750002,0.0,2020-06-16
2020-06-16 19:00:00,0.0,8.465294,0.0,10.27633928575,0.0,2020-06-16
2020-06-16 19:15:00,0.0,11.009079,0.0,1.8857142857500002,0.0,2020-06-16
2020-06-16 19:30:00,0.0,14.845535,0.0,0.0,0.0,2020-06-16
2020-06-16 19:45:00,0.0,16.607569,0.0,0.0,0.0,2020-06-16
2020-06-16 20:00:00,0.0,17.30935,0.0,0.0,0.0,2020-06-16
2020-06-16 20:15:00,0.0,17.456614,0.0,0.0,0.0,2020-06-16
2020-06-16 20:30:00,0.0,17.68648,0.0,0.0,0.0,2020-06-16
2020-06-16 20:45:00,0.0,17.975044,0.0,0.0,0.0,2020-06-16
2020-06-16 21:00:00,0.0,18.592316,0.0,0.0,0.0,2020-06-16
2020-06-16 21:15:00,0.0,20.704294,0.0,0.0,0.0,2020-06-16
2020-06-16 21:30:00,0.0,21.764587,0.0,0.0,0.0,2020-06-16
2020-06-16 21:45:00,0.0,22.442661,0.0,0.0,0.0,2020-06-16
2020-06-16 22:00:00,0.0,22.694864,0.0,0.0,0.0,2020-06-16
2020-06-16 22:15:00,0.0,22.593204,0.0,0.0,0.0,2020-06-16
2020-06-16 22:30:00,0.0,22.258955,0.0,0.0,0.0,2020-06-16
2020-06-16 22:45:00,0.0,23.287592,0.0,0.0,0.0,2020-06-16
2020-06-16 23:00:00,0.0,25.921413,0.0,0.0,0.0,2020-06-16
2020-06-16 23:15:00,0.0,26.687029,0.0,0.0,0.0,2020-06-16
2020-06-16 23:30:00,0.0,26.46139,0.0,0.0,0.0,2020-06-16
2020-06-16 23:45:00,0.0,26.119555,0.0,0.0,0.0,2020-06-16
2020-06-17 00:00:00,0.0,26.166292,0.0,0.0,0.0,2020-06-17
2020-06-17 00:15:00,0.0,25.33309,0.0,0.0,0.0,2020-06-17
2020-06-17 00:30:00,0.0,23.59746,0.0,0.0,0.0,2020-06-17
2020-06-17 00:45:00,0.0,22.323277,0.0,0.0,0.0,2020-06-17
2020-06-17 01:00:00,0.0,21.251034,0.0,0.0,0.0,2020-06-17
2020-06-17 01:15:00,0.0,19.6012,0.0,0.0,0.0,2020-06-17
2020-06-17 01:30:00,0.0,17.806211,0.0,0.0,0.0,2020-06-17
2020-06-17 01:45:00,0.0,15.923612,0.0,0.0,0.0,2020-06-17
2020-06-17 02:00:00,0.0,15.145984,0.0,0.0,0.0,2020-06-17
2020-06-17 02:15:00,0.0,15.585826,0.0,0.0,0.0,2020-06-17
2020-06-17 02:30:00,0.0,18.50921,0.0,0.0,0.0,2020-06-17
2020-06-17 02:45:00,0.0,23.459082,0.0,0.0,0.0,2020-06-17
2020-06-17 03:00:00,0.0,30.621008,0.0,0.0,0.0,2020-06-17
2020-06-17 03:15:00,0.0,38.660263,0.0,0.0,0.0,2020-06-17
2020-06-17 03:30:00,0.0,47.735126,0.0,0.0,0.0,2020-06-17
2020-06-17 03:45:00,0.0,58.462883,0.0,0.0,0.0,2020-06-17
2020-06-17 04:00:00,0.0,70.847626,0.0,0.0,0.0,2020-06-17
2020-06-17 04:15:00,0.0,84.332405,0.0,0.0,0.0,2020-06-17
2020-06-17 04:30:00,0.0,98.72141,0.0,0.0,0.0,2020-06-17
2020-06-17 04:45:00,0.0,113.89136,0.0,0.0,0.0,2020-06-17
2020-06-17 05:00:00,17.775,130.29907,0.0,0.0,0.0,2020-06-17
2020-06-17 05:15:00,35.55,148.04053,0.0,0.0,0.0,2020-06-17
2020-06-17 05:30:00,126.6,164.64424,0.0,0.0,0.0,2020-06-17
2020-06-17 05:45:00,186.4714286,177.501,0.0,0.0,0.0,2020-06-17
2020-06-17 06:00:00,304.3625,195.32329,17.775,4.44375,0.0028424610064285,2020-06-17
2020-06-17 06:45:00,363.1142857,224.55618,35.55,13.331249999999999,0.045347547,2020-06-17
2020-06-17 07:00:00,324.3857143,276.61667,126.6,44.981249999999996,0.0933161474666666,2020-06-17
2020-06-17 07:15:00,361.6875,337.6435,186.4714286,91.59910715,0.1437652418,2020-06-17
2020-06-17 07:30:00,385.4,420.8336,304.3625,163.24598214999997,0.2278736373333333,2020-06-17
2020-06-17 07:45:00,364.4625,501.90793,363.1142857,245.13705357499998,0.2681349153333333,2020-06-17
2020-06-17 08:00:00,481.1000000000001,551.5263,324.3857143,294.58348215,0.2345097293333333,2020-06-17
2020-06-17 08:15:00,499.5125,593.34357,361.6875,338.3875,0.2610877493333334,2020-06-17
2020-06-17 08:30:00,614.3571429,628.0012,385.4,358.646875,0.2754482242857142,2020-06-17
2020-06-17 08:45:00,527.6375,644.0514,364.4625,358.98392857500005,0.262713,2020-06-17
2020-06-17 09:00:00,578.6,679.57446,481.1,398.1625,0.3381332306666667,2020-06-17
2020-06-17 09:15:00,629.8,709.2779,499.5125,432.61875000000003,0.3666457480000001,2020-06-17
2020-06-17 09:30:00,674.7000000000002,756.2933,614.3571429,489.85803572500004,0.4660193226666666,2020-06-17
2020-06-17 09:45:00,640.45,769.0589,527.6375,530.6517857250001,0.3833396619999999,2020-06-17
2020-06-17 10:00:00,626.0571428999999,780.37616,578.6,555.026785725,0.4246341313333333,2020-06-17
2020-06-17 10:15:00,752.2749999999999,795.6578,629.8,587.598660725,0.4543548386666667,2020-06-17
2020-06-17 10:30:00,707.4285714,812.166,674.7,602.684375,0.5010602806666667,2020-06-17
2020-06-17 10:45:00,1069.975,811.3755,640.45,630.8875,0.464913585,2020-06-17
2020-06-17 11:00:00,974.0,793.2732,626.0571428999999,642.751785725,0.4508577206666666,2020-06-17
2020-06-17 11:15:00,1276.4125,804.4013,752.275,673.370535725,0.564246406,2020-06-17
2020-06-17 11:30:00,889.2285714,797.2835,707.4285714,681.5526785750001,0.5372297933333333,2020-06-17
2020-06-17 11:45:00,991.4857143,861.3535,1069.975,788.9339285749999,0.892716588,2020-06-17
2020-06-17 12:00:00,666.225,891.00397,974.0,875.91964285,0.8971673586666666,2020-06-17
2020-06-17 12:15:00,901.3142857,950.80743,1276.4125,1006.95401785,1.0312303086666668,2020-06-17
2020-06-17 12:30:00,930.4374999999999,908.55774,889.2285714,1052.40401785,0.718821216,2020-06-17
2020-06-17 12:45:00,653.8428571000001,870.5843,991.4857142999999,1032.781696425,0.7001748986666666,2020-06-17
2020-06-17 13:00:00,530.025,766.038,666.225,955.8379464249999,0.4894874157142857,2020-06-17
2020-06-17 13:15:00,553.3857143,723.02264,901.3142857,862.0633928499999,0.6021715766666667,2020-06-17
2020-06-17 13:30:00,793.2875,693.0833,930.4375,872.3656249999999,0.6593983766666666,2020-06-17
2020-06-17 13:45:00,689.4142857,612.8225,653.8428571000001,787.9549107,0.5994605753333334,2020-06-17
2020-06-17 14:00:00,460.175,517.3084,530.025,753.9049107000001,0.4384577806666666,2020-06-17
2020-06-17 14:15:00,144.3,448.74615,553.3857143,666.92276785,0.4106262193333333,2020-06-17
2020-06-17 14:30:00,88.96249999999999,451.3769,793.2875,632.63526785,0.58660541,2020-06-17
2020-06-17 14:45:00,129.8571429,425.88358,689.4142856999999,641.528125,0.5350119733333333,2020-06-17
2020-06-17 15:00:00,289.6,345.05264,460.175,624.065625,0.3174531373333333,2020-06-17
2020-06-17 15:15:00,353.6714286,213.16145,144.3,521.794196425,0.1042054897142857,2020-06-17
2020-06-17 15:30:00,178.35,117.25023,88.9625,345.712946425,0.0553157361333333,2020-06-17
2020-06-17 15:45:00,107.0428571,67.01616,129.8571429,205.823660725,0.085784176,2020-06-17
2020-06-17 16:00:00,121.8375,76.34149,289.6,163.179910725,0.1997712573333333,2020-06-17
2020-06-17 16:15:00,145.77142859999998,104.129776,353.6714286,215.522767875,0.235077558,2020-06-17
2020-06-17 16:30:00,126.05999999999999,82.73812,178.35,237.869642875,0.1186300124,2020-06-17
2020-06-17 16:45:00,87.81428571000001,59.919083,107.04285709999999,232.166071425,0.0716163500666666,2020-06-17
2020-06-17 17:00:00,56.428571430000005,57.106792,121.8375,190.225446425,0.0864726348666666,2020-06-17
2020-06-17 17:15:00,31.475,70.02941,145.77142859999998,138.250446425,0.1047624446428571,2020-06-17
2020-06-17 17:30:00,7.242857143,77.91492,126.05999999999999,125.177946425,0.0901317685454545,2020-06-17
2020-06-17 17:45:00,0.0,77.08771,87.81428571000001,120.3708035775,0.0652585639285714,2020-06-17
2020-06-17 18:00:00,0.0,71.080055,56.42857143,104.018571435,0.0419395646666666,2020-06-17
2020-06-17 18:15:00,0.0,62.51963,31.475,75.444464285,0.0234457014666666,2020-06-17
2020-06-17 18:30:00,0.0,51.411243,7.242857143,45.740178570750004,0.0070068898142857,2020-06-17
2020-06-17 18:45:00,0.0,43.923138,0.0,23.78660714325,0.0,2020-06-17
2020-06-17 19:00:00,0.0,40.290077,0.0,9.67946428575,0.0,2020-06-17
2020-06-17 19:15:00,0.0,39.107075,0.0,1.81071428575,0.0,2020-06-17
2020-06-17 19:30:00,0.0,38.89201,0.0,0.0,0.0,2020-06-17
2020-06-17 19:45:00,0.0,38.414345,0.0,0.0,0.0,2020-06-17
2020-06-17 20:00:00,0.0,36.276314,0.0,0.0,0.0,2020-06-17
2020-06-17 20:15:00,0.0,34.0589,0.0,0.0,0.0,2020-06-17
2020-06-17 20:30:00,0.0,32.75683,0.0,0.0,0.0,2020-06-17
2020-06-17 20:45:00,0.0,32.321644,0.0,0.0,0.0,2020-06-17
2020-06-17 21:00:00,0.0,32.72258,0.0,0.0,0.0,2020-06-17
2020-06-17 21:15:00,0.0,33.611942,0.0,0.0,0.0,2020-06-17
2020-06-17 21:30:00,0.0,34.850754,0.0,0.0,0.0,2020-06-17
2020-06-17 21:45:00,0.0,36.220684,0.0,0.0,0.0,2020-06-17
2020-06-17 22:00:00,0.0,36.068295,0.0,0.0,0.0,2020-06-17
2020-06-17 22:15:00,0.0,34.27888,0.0,0.0,0.0,2020-06-17
2020-06-17 22:30:00,0.0,34.51745,0.0,0.0,0.0,2020-06-17
2020-06-17 22:45:00,0.0,35.790794,0.0,0.0,0.0,2020-06-17
